post_id,topic,topic_name,probability_score,label,text,engagement
20795618,22,Climate/Energy,1,1,"At 2 degrees average warming for the planet, a city in Yemen would see 340 hours per year of heat and humidity that people cannot survive for very long. Lahore, Pakistan, would see 147 such hours.

At 3 degrees it gets much worse. Currently national policy/action has us head toward 2.7-2.9 degrees.",53
1602066,22,Climate/Energy,1,1,"We have very little time to save our climate if we want human civilisation to exist.

Earth’s climate is changing much faster than most of us realise. Catastrophic scenarios are not 50 years in the future, but only 5 years away.

That’s why it is important to act, and act immediately. A thread 🧵 1/n",423
558509,30,Economy,1,1,"The collective delusion that low unemployment has any inherent meaning beyond ‘we’re pretty much all working’ is STRONG, so I guess it’s notable for Forbes to propose the radical idea that being fully employed and unable to cover basic needs feels worse than being unemployed in the same position",32
24335127,50,Politics,1,0,"Honestly I’d respect Joe Biden more if his campaign strategy was to just admit that every single aspect of life is worse now than it was 5 years ago, but maybe it could get even worse than THIS unless we vote",18
75239919,3,Pets,1,0,Every night I have to try and find some middle ground with my dogs on how to share the king size bed. The worst negotiation is when my fiancé is also in town. I lose both space and blanket real estate.,22
112257627,15,Books,1,0,"Unless smthg weird happens tomorrow, I'm finishing the year with 262 fiction books read. Mostly romance because my brain needs steady beats & Happy Ever Afters. Here's a thread of the best fiction books I read in 2023. Not necessarily in order.",10
66502255,21,Sports,1,0,"MLB games: we must do everything we can to speed up the game, pace of play is critical

NBA games: the forensics on that out of bounds play won't come back for another hour, so I guess we'll just have to wait",18
100629065,21,Sports,1,1,"I feel so sorry for Mike Trout. He's the most accomplished baseball player of his generation and his reward is to not only suffer on a go-nowhere franchise, but suffer on a go-nowhere franchise that may now be entering the ""bad years"" of his tenure with them.",32
189348756,21,Sports,1,1,"NFL games should end like soccer games, where instead of ties, they come down to penalty kicks where the teams' kickers have a shootout and the FG attempts get farther and farther away if they keep tying each other. It'd be the most tense, stressful thing ever.",16
8472419,30,Economy,1,1,"Heading into 2024 election year: 
Inflation falling
Consumer confidence surging
Unemployment 3.7%
Stocks near record highs
Factory construction boom
US oil production hits all-time-high
Mortgage rates falling
Gas drops to ~$3
Corporate profits rising",13
6819521,22,Climate/Energy,1,1,"In the decade when we need to meet our most rapid decarbonization targets, a perfect storm of rising costs of capital, lucrative oil prices, and still no cost on carbon threatens to kneecap climate progress. Markets and democracies must do better to accelerate the energy transition.",11
50967102,37,Video Games,1,0,"Why does every game nowadays need to have epic, centuries-long lore and reality-ending consequences?

Where are the games about a girl not wanting to see a ghost, because it's the sight that she fears most?",10
146403047,30,Economy,1,1,"The financial press always blames workers for inflation, never corporations. If the UAW wins, the Fed will crank up interest rates to destroy their gains, while crushing the rest of us in the process, because under neoliberalism, wage increases are the cause of inflation, not corporate greed.",10
47573088,21,Sports,1,0,"my sister just texted me to say that seeing the Braves lose to the Phillies two years in a row despite winning 100+ games is worse than Georgia repeatedly seeing its hopes crushed by Alabama, and I told her she is an insane person if she thinks this",19
9876208,22,Climate/Energy,1,1,Companies that seek a future in the 21st century cannot ignore risks from extreme weather events made worse by climate change or big economy-wide impacts that will come from trying to mitigate climate change and adapt to warming.,11
92621,30,Economy,1,0,the last three years have repeatedly taught me how little room there is for declines in productivity — due to overwhelming grief and sadness over several different kinds of atrocities and mass casualties — in capitalist societies,831
74837779,3,Pets,1,0,"listen. I love my dog with all my heart, but swear to god, when she made searing eye-contact with me while tromping all over my flowers this morning, I thought, ""just you wait. you don't even know what day it is""",13
17688272,21,Sports,1,0,"I don't want Swifties to fall in love with football because I don't want anyone to fall in love with football.

This sport is morally indefensible because of the harm that it *necessarily* causes. But, a bigger market just further entrenches it as a cultural institution.",16
33157600,6,Music,1,0,"When I was 15 or so my dad took my brother and I to San Fransisco. It was a great trip, among other things, we went to Amoeba Music and I bought this. Mind blown, perception opened, ideas about the potential of music forever expanded",16
816592,37,Video Games,1,0,"Anyone who unabashedly states 2023 has been a great year for games insults the people making them.

It has been a terrible year for games, even with awesome game releases, and great progress in accessibility, inclusion, and representation.

The industry needs to do better for those doing the work.",41
56012499,37,Video Games,1,0,"I'm fine with AAA games being $70 now. Prices have trended down relative to inflation.

Buying FF7 at release in 1997 for $50? That's $95 in 2023 USD.

Big Gaming has big problems, including cashgrabby microtransactions, but the progression of game prices themselves are fine.",10
21926099,65,Mental Health,1,1,"This year one of my main quests was to find an ADHD medication that work for me, because in the 4+ years since being diagnosed absolutely ZERO other management tools stick. My doc wanted me to try non-stimulants first; Tried 2, neither worked, and one was dangerously bad for my mental health.",24
171520262,30,Economy,1,1,"The reason you can't understand this is because you think material conditions have ""greatly"" improved when we've had a year or less of real wage growth at a pace of about 1% overall after two years of them falling.

You are expecting too much from too little.",14
7975514,3,Pets,1,0,"I feel like furries should focus on their dreams, goals and passion projects. Why? It gives them a purpose to enjoy life without focusing on drama and their problems. It's the best therapy to get back on your feet and look into ways to improve yourself a lot more.",10
60329106,6,Music,1,0,It just hit me that the two records I probably listened to most in the first half of the 1990s were Rosanne Cash's Interiors ('90) and Iris Dement's My Life ('94)--which were also my key grad school years--and damn I was some kinda sadboi wasn't I?,17
92611472,50,Politics,1,0,"There's a good chance Biden pulls it off and wins, so I'm not going full doomer. But I'm feeling the same disorienting way I did during the 2003 Iraq War run-up, where the body politic is frighteningly detached from material reality, I'm 100% certain I'm correct, but I'm screaming into the void",23
106096181,3,Pets,1,0,"If your dog is around places where there might be children, your dog should 100% be capable of not hurting the child if it rushes them. We live in a society, toddlers cannot reliably control themselves, and human beings come first",11
32655758,65,Mental Health,1,0,took a nap and dreamed about being angry at everyone who failed kid me and made me think i was lazy and a failure for having ADHD. woke up and the feelings are mostly dissipated but being close to having treatment does mean i'm closer to having to unpack the trauma of being untreated up until now,48
84899223,30,Economy,1,1,"There's not a single problem in the world that the profit motive isn't making actively worse. We need to find a way to just DO STUFF, directly, that needs to be done. But that's terrifying and unthinkable because then someone would have to ""decide"" what gets done.",41
12398505,50,Politics,1,1,"The brilliant author Jeanne Kalogridis once wrote that apathy is the greater evil, for an indifferent foe is more to be feared than one whose heart burns with honest hate. An indifferent enemy will never care enough to be truly hurt. 

This is a post about Biden and Trump.",43
9659551,30,Economy,1,0,The biggest problem I have with the housing shortage is that my daughter will probably never afford their own house. I’ve been biding my time since they were 2 years old to write on THEIR walls with a pink glitter pen.,21
48495780,6,Music,1,0,"Does anyone else go into record shops these days, look at the prices and think they've just slipped through some tear in the space time continuum and entered a world where inflation is running at 4000% and that Musical Youth album for £20 is therefore a bargain",19
12632546,50,Politics,1,0,"I feel like the most telling thing about liberal politics is this idea of history without agency. Joe Biden has been in federal politics for nearly as long as my parents have been alive, let alone me, and yet, somehow, he's had absolutely no role in the shape of shitty domestic and foreign policy.",30
15148298,15,Books,1,0,"So pleased to see A POEM GROWS INSIDE YOU &  NAMASTE IS A GREETING recognized as the Northern Lights Award 2023: Best Picture Book for All Ages! Thank you to the jury and all the readers! You can discover more award winners here: northerndawnawards.com/2023-norther...
@@158201",16
18371861,15,Books,1,1,I love how much of Naomi Kritzer's fiction explicit explores speculative things in a Minneapolis context. Who are your favorite authors writing today whose work largely explores a specific real setting?,14
9335434,30,Economy,1,1,"A General Mills exec admitted to “getting smart about how we look at pricing.”

Its net income increased 16% to $2.7 billion in FY 2022.

Meanwhile, the company spent over $2.12 billion on shareholder handouts.

When I say price gouging is driving inflation, this is what I mean.",33
41308435,37,Video Games,1,1,"The fact that “2023 has been one of the best years for games” and “2023 was full of layoffs from major devs/publishers” showcases the industry’s underlying malaise. For most workers, it simply *does not matter* if your game does well, because you are *never* secure",16
89028727,65,Mental Health,1,0,"If you have AuDHD, what do you do in terms of ADHD meds? Have you any experiences with them, good or bad, that you would be willing to share? The pros and cons are tough for me. The meds help significantly w my processing & thinking until they boomerang on me & make my anxiety worse.",12
2309911,22,Climate/Energy,1,0,"""...as the planet boils and burns, the greatest danger is to do nothing, so strident speeches about New Jersey’s children being force-fed truck exhaust obscures the fact that every congestion pricing system in the world has resulted in extraordinary reductions in pollutants.""",65
63419493,30,Economy,1,0,"British people today working two jobs, can barely afford to live, never mind fund a relatively decent standard of living. It must now be time for government to introduce a real universal basic income for every adult in the UK!

Why are we not demanding it?",44
47505635,30,Economy,1,1,"Honestly don’t know how people see costs going up across basically every market due to corporate greed and say “it doesn’t matter if a corporation or landlord owns the home, just building more homes will fix the housing crisis.”

Like saying “it doesn’t matter who owns the oil, just drill more!”",10
32824848,37,Video Games,1,0,"I’ve been making games for more than half my life it’s only in the last three years that I feel like I’m starting to appreciate the process more and feeling more romantic about it too. For most of my career, it’s felt like putting out one fire after another and haven’t had time to appreciate it.",25
145662192,30,Economy,1,1,"it was horrible in the 1970s - real wages fell significantly, but the underlying cause of declining living standards in the 70's was a resource shock from the OPEC oil embargo, not (as conservatives have always argued) liberalism and unions debasing the currency.",14
27068379,30,Economy,1,1,"The entire world needs to learn that ""passion for driving financial success"" is practically always in direct conflict with all other goals. From journalism to health insurance, making profit into a main motivation actively makes everything else worse.",44
28971573,15,Books,1,0,"Of all the novels I read in 2023, Bowen's 'The Death of the Heart' has lingered the most. A laser-sharp portrait of the casual cruelties of sophisticated society, and the terrifying thrill of falling heedlessly in love for the first time. 

(deep thanks to @@89097, as ever)",22
11976710,22,Climate/Energy,1,1,"SO GREAT: “In the first ruling of its kind nationwide, a Montana state court decided Monday in favor of young people who alleged the state violated their right to a ‘clean and healthful environment’ by promoting the use of fossil fuels”",19
23419016,65,Mental Health,1,1,"One traumatizing aspect of ADHD was how growing up, teachers would have me separated from everyone in class so “there’ll be no distractions” but I still did not do my school work because I’d get distracted by my own imagination",31
13344752,30,Economy,1,1,"We demand the most of families when they have the least. 

When kids are young, care is most resource intensive to produce, families have the least earning power, & the public invests the least in kids & families. 

The crises in housing & child care both go back to this central fact.",73
97213715,30,Economy,1,1,"A ""luxury belief"" is any idea wasn't hegemonic in the 70s but has since become at least prominent. Unlike the neurotic college-bound bourgeois, the noble salt of the earth rubes of the working class know better than to learn or experience anything that a mundane social conservative would object to.",41
11982243,6,Music,1,0,"I believe all musicians should learn how to read music. And I honestly hope they never have to use that skill, but if music does become sentient and turn its potent wrath on us, being able to decipher its communication will be critical for the survival of humanity.",10
71115840,50,Politics,1,0,"The Biden people really need to stop being like ""so what if he's in cognitive decline stop paying attention Trump is still worse"" because neither of these candidates is in good shape mentally or physically so it's still beside the point. And I'm not going in the sanist direction with Trump at all.",10
98803345,50,Politics,1,0,"We don't have to vote today, which is exactly what everyone who loves Biden needs to realize, but we do have the opportunity to hold our leaders at a baseline of accountability that can give us better options than between a genoicdaire & a far right cult leader.",12
9591251,50,Politics,1,0,"Honestly, the Michigan campaign to get the Vibe of Not Biden votes is the terminal state of a certain strain of thinking in electoral politics. It can't win, it doesn't stand for anything, it has no record, it doesn't actually mean anything, but it's maximally divisive",48
5446007,22,Climate/Energy,1,0,"I want people to internalize this is fundamentally a climate denier view. Mitigation by all means necessary is going to matter in the coming decades and pompously saying, ""I'd rather people suffer more because mitigation is immoral"" is bad and you should feel bad",29
27166469,30,Economy,1,1,"If more people could wrap their heads around the insane income inequality in this country and greed that shelters the ultra rich and keeps everyone else struggling just to get by, every industry would be picketing & there'd be riots in the streets. Upend society until morale improves. Eat the rich",51
144797391,6,Music,1,0,"I genuinely don't think I can live in a world without music. Like, music is what I need when I draw, when I feel down, when I wanna feel good, music makes me feel so much. And so many types of music can give me all thee feelings. Music really does transcend language.",12
128704,30,Economy,1,1,"What is so soul crushing about capitalism is people are actually aspirationally good

Give them a chance to work for a moral, ethical company and they will break their backs for you because they believe in the mission and each other

But instead we are all forced to work for assholes or die hungry",54
3247713,30,Economy,1,0,"Hunt: Look into my eyes, not away from the eyes, into my eyes to know that “The Government has made HUGE progress on bringing down inflation, er, I mean moving our own personal wealth offshore/into blind trusts",35
69456191,6,Music,1,1,"18yo Ukrainian violin prodigy Bohdan Lutz wins top prize at prestigious Long-Thibaud Int’l Violin Competition in Paris, performing Sibelius w/ Orchestra of Republican Guard. 

“I strive to grace the stage more akin to a solemn priest than a flamboyant rock musician,” says the virtuoso.",31
46240203,50,Politics,1,0,"A must read by Hillary Clinton.

""Without a doubt, winning elections at every level is essential. We need to defeat the demagogues and election deniers so convincingly that there’s no room for dirty tricks.""",35
91321488,22,Climate/Energy,1,,"i’m absolutely flabbergasted by the fact that the places most people are moving to in the usa, internally and internationally, are the parts most effected by the current, and incoming climate crisis 

like moving to florida, arizona, neveda or texas in 2023 feels shockingly short sighted",12
84323496,37,Video Games,1,,"AAA firing everyone sounds a bit like Atari declaring it needs no programmers, as it can package and sell shit back in the 80s. It is suicidal. 

Games are made by people, and gamedev doesn't need factories to produce masterpieces.",23
146985355,6,Music,1,,"Billy Bragg singing “If I should fall from grace of god” in Boston on the eve of St. Patrick’s Day. I first saw him perform when I was 17 and was captivated. Over 30 years later, seeing him again last night was such a joy.",19
18779665,37,Video Games,1,,"I wanted more and more cinematic games in the 90s because I thought that was how video games could be taken more seriously. 

But now that cinematic is the AAA norm, it’s the stories that *could only be done in a video game* (agency of choice, branching storylines) that earn my full attention",16
14970178,21,Sports,1,,My belief that it is ridiculous for boys to show up to hockey games in suits is reinforced by the fact that in three years of girls rep hockey I have never seen them show up in business attire. Imagine how ridiculous it would be! That’s how ridiculous it is for boys too.,14
26141687,50,Politics,1,,"There’s 1/3 of the country who are gonna vote Trump no matter what. Rape, treason, fraud- it doesn’t matter to them an iota.
So Biden has to convince the other 2/3 to vote for him or America is dead.
I don’t think giving people bombs to blow up hospitals & murder children is the right way to do that",22
50581917,65,Mental Health,1,,"I think the worst part about having severe ADHD is how it affects my concept of time. I've lost hours, days, weeks, etc. I swear I just blinked. There isn't enough time in a human lifespan for me to do the things I want to be able to do with how my brain is wired to perceive time. It's.. distressing",17
90687398,50,Politics,1,,I really wish right-wingers hadn’t utterly ruined the term “virtue signaling” because it’s the perfect description for the whole “Biden should have done something about Dobbs not because I think it’d have been effective but to signal it was important to democrats” thing.,12
55167672,3,Pets,1,,"Furries need to stop agreeing to interviews from news corporations. 

They do not give a single shit about us. They never will. They just want knee jerk reactions to profit off of. 

We do not need their help. We don’t need them to advocate for us.",33
33427561,50,Politics,1,,"Hi it's me, a serious person, who thinks that it's better to be principled and not vote for Biden at the risk of Trump becoming president because I'm mad about X (which is a very shitty thing) than to think about the fact that Biden has been the most progressive president since FDR.",16
109234998,15,Books,1,,"Anyone who thinks that singing kumbaya to predatory, abusive and violent men will fix them needs to read Mona Eltahawy's The Seven Necessary Sins For Women and Girls 
This book radicalised my victimhood in a powerful way
This is a permanent fixture on my bedside table
Essential reading",10
150272294,50,Politics,1,,Calling Biden worse than George W. Bush over a war we're not in that Biden gives every indication of trying to tamp down regardless of what you think about the quality or moment of those efforts is deranged.,14
9008472,22,Climate/Energy,1,,"“Victorians were braced for the worst on Wednesday amid soaring temperatures and gusty winds, creating the state’s worst fire conditions in years. Authorities have declared a “catastrophic” fire risk in some parts of the state.”

More people are going to be “knocked out of complacency” in 2024.",13
87231096,22,Climate/Energy,1,,"We are in such deep trouble.

""If global mean temperature continues to rise to just under 2°C, [likely in the next 20 years] annual heat-related deaths are projected to increase by 370% by midcentury, assuming no substantial progress on adaptation.""

1/

🧪",15
85370027,22,Climate/Energy,1,,"What has not quite registered in the business community is the profound impact a heating world has on the economy.

Using En-ROADS we can show that at 2° of warming - entirely possible within the next 20 years, on our current fossil fuel burning trajectory - Global GDP shrinks by a staggering 17%

🧪",19
13587624,37,Video Games,1,,"One of the most important things in video game development is to understand that sometimes you need to unplug, lie down somewhere quiet, and just have a fucking good long think for an hour or so.

Don't underestimate the importance of just fucking thinking about things, away from a screen.",31
117336421,50,Politics,1,,"There is a non-zero chance that if Trump wins another term he sends an occupation force to the Portland metro area to make an example of us and it becomes like a federal felony to fly Pride flags here

But sure, actually Biden is totally worse and no one should even bother voting for president",19
11174960,50,Politics,1,,"This is a good development. Every President should use the bully pulpit to speak out against corporate greed and malfeasance.

Joe Biden needs to walk the walk the rest of the way through his term on supporting unions and strengthening workers rights. 

Dems need to carry rust belt states to win.",176
6811139,37,Video Games,1,,"I said it on Twitter, I'll say it here 

2024 is going to be the biggest talent drain that games has experienced in generations.  

All the artists, programmers, producers and more with years (decades) of experience who will phase out of the industry rather than deal with this job market.",48
20227447,22,Climate/Energy,1,,GDP - shares - dividends - economic growth It matters nothing - when all that really matters - having a stable climate and natural world is gone Our livable world is disappearing fast We need radical new thinking Prioritize growing nature not economic growth Its only way,26
18661101,37,Video Games,1,,"One thing I've realized over the years, as someone who once wanted to make games and then sort of grew into being a critic is that some of the best game makers have a passionate and clear idea about what all games should be, and some of  the best critics approach all games on their own terms.",37
93544210,30,Economy,1,,"The one time I’ve seen a really serious urban street-homelessness problem almost completely solved humanely was London in the 2000s. The solution had little to do with municipal leadership and nothing to do with housing affordability. It can be, and should be, done here",11
20280385,30,Economy,1,,"The data are pretty clear that the best way to help poor people is to just give them money, rather than set up paternalistic systems whereby a giant bureaucracy attempts to provide them with goods and services they need.

But Americans are terrified someone might take advantage of something, so...",30
35166131,65,Mental Health,1,,"Time moves quickly.

The last decade went by in a blur. Because of my ADHD, I used to have a condition called ""time blindness"". Now that I'm medicated, I'm painfully aware that I can't do everything that interests me before I die. It's not a fun realization. How do you decide what to prioritize?",73
119715092,22,Climate/Energy,1,,"The thing about Labor and Albanese being extremely weak-willed and terrified of conflict / bad press is that if the climate / enviro orgs decided to actually go on the attack and fight for stronger climate policies, they would actually see a bunch of massive wins",30
70208033,65,Mental Health,1,,"When I lose a thought to ADHD, where does it go? Are certain types of thoughts lost forever? Does my brain have a set threshold where it can recover say 25% of lost thoughts? Does my brain do any type of sorting in terms of the significance of a thought before it loses some thoughts but not others?",11
3142466,65,Mental Health,1,,"I cannot try a new software, note-taking system, etc. when I do not feel grounded. If a project is faltering or I am stressed about a submission, this is the wrong time for me to try something new. Even if I fully believe said system will help my ADHD brain, I need to refrain. Seems obvious but..",21
150387346,65,Mental Health,1,,"Sometimes doing a thing the right way makes it much less likely we actually do it.

When this is the case, doing it imperfectly is better, especially if it means increasing our likelihood of doing it at all.

...yes, I'm looking at you ADHD'ers with your all-or-nothing streak",13
186037004,65,Mental Health,1,,"One of the biggest issues with having ADHD is that our efforts (and the results of our efforts) differ so wildly from one time to the next.

When consistency is one of the main problems, it can be incredibly easy to fall into all-or-nothing thinking",10
11159725,22,Climate/Energy,1,,"The world we live is absurd, a farce

I have an easier time believing the faeries i sense stole my wallet then that our Peak Climate Conference is being run by a man who says there is no science behind needing to phase out fossil fuels.

Its so ridiculous my eyeballs want to roll out of my skull",18
497747,30,Economy,1,,"""Everyone’s a sellout now""

Naomi Klein is quoted (via The Guardian) saying the biggest change in the world since 1999 is ""neoliberalism has created so much precarity that the commodification of the self is now seen as the only route to any kind of economic security.""",1213
108975135,6,Music,1,,"it is a testament to the sheer beauty of music that even amidst the soulless corporatism of the grammys propping up mediocrity and hypersaturation, a simple performance of a classic song can unite basically the whole country",18
2182049,30,Economy,1,,"i feel like every single economic report that's showing that The Economy Is Getting Better, You Guys, No Really,  has to conveniently ignore the fact that rent and food increased 20+% over the past two years with no such change in wages",46
181993982,65,Mental Health,1,,In a just world the insane hoops people have to jump through to get ADHD medication would be considered some kind of disability discrimination and the DEA/insurance companies would get off my fucking ass about it,11
2745769,21,Sports,1,,"I’m sure a therapist would be able to untangle whatever the hell this is about, but nothing makes me cry more than sports. Show a player’s parent in the stands? I’m crying. When all the boys run to the pitchers mound after a win &  jump around and hug each other? Yeeeup. I’m gonna start crying.",80
7196183,50,Politics,1,,"Voting for Biden led Democrats contributes to things getting worse.

Voting for Trump led Republicans contributes to things getting worse.

And (as it stands) not voting contributes to things getting worse.",12
35819966,65,Mental Health,1,,"something people don’t get about adhd is that many of us cannot function *at all* without stimulant medication. it’s not just about our ability to study and work. our lives can quickly fall apart. everything snowballs. 

the DEA puts policing above health, & it ruins lives.",30
212174,65,Mental Health,1,,"People with attention-deficit/hyperactivity disorder (ADHD) are at increased risk for premature death and other adverse health outcomes, but a large study out of Sweden suggests that treating the disorder with medication can help reduce the overall mortality risk for patients.",345
16989054,37,Video Games,1,,"The story of 2023 in the game industry is a tale that began in 2018. It’s a story in which alarm bells rung, while we hoped for the best outcome at the hands of a few leaders we hoped wouldn’t mess it up… again. 

It’s a story of greed and failure of foresight.",11
12228685,22,Climate/Energy,1,,"We don't forget the lives devastated by the oil industry💔

Shell's operations in Nigeria’s Niger Delta have led to environmental degradation, destruction of ecosystems, disruption of local communities' livelihoods and grievous human rights abuses.
🧵1/2",15
20250621,37,Video Games,0.9999,,"Most people radically underestimate the role that misogyny played and plays in online far right radicalization, and Gamergate was *the* critical turning point for the far right using online misogynist culture as an on-ramp into the far right.",80
700715,21,Sports,0.9999,,"If you were, like so many of us, a women's athlete who played on the practice field, on the JV field, to empty bleachers and no crowds outside of our parents, there's something about watching a full house rush the floor to celebrate Nebraska taking down Iowa that heals a deep part of your soul.",25
23030757,21,Sports,0.9999,,I want to go to a basketball game. Maybe it's just because you always see celebs there but it seems like the classiest major league sport. Played at night like hockey but there's no big plastic wall or anything. A whole vibe,46
21575095,21,Sports,0.9999,,the year is 2023. the greatest innovation in football offense is everyone pushing one guy. the defense's last resort? causing fumbles. few can understand it. but one coach is starting every day at 3:25 a.m. in search of the answer.,78
4597978,3,Pets,0.9999,,"the undisputed best thing in the world is when dogs are dreaming, and you can tell because they're running, waggling their tail, eating or borking a little bit in their sleep

undisputed best thing in the world i could happily stop existing after i just heard a muffled sleepbork",14
107971709,65,Mental Health,0.9999,,"havng ADHD is like not having eyelids and you don't get to choose where the eyes look also your focus wide.

how do you rest your eyes if you don't have eyelids? this is why we like self medicating.

Adderall focuses it into a laser beam that pierces walls.",12
119302626,6,Music,0.9999,,"July 28, 1995: Allen Ginsberg and Beck meet for the second time

(The first meeting was technically a book-signing Beck attended as a teen; I doubt Ginsberg remembered that)

Ginsberg interviewed Beck here, and on another occasion called him the greatest lyricist since Bob Dylan

hollywoodfreaks.net",12
79110700,6,Music,0.9999,,"The music industry is trying to astroturf a late 00's buttrock Renaissance to mimic the resurgence of nu metal. I will not let it happen, even if I have to become a several thousand year old half worn half man to prevent it.",17
2227967,21,Sports,0.9999,,"football is kind of a cosmic horror if you live in Europe. its literally everywhere and its power seems inescapable but you have to ignore it even as it changes and twists the people around you. like you see your brother wearing a team scarf and go ""so much for Ernesto"" and then go on with your life",32
97282,22,Climate/Energy,0.9999,,"“Given the scope of the danger we face from climate change, it is possible that in all the history of our criminal legal system there has never been a prosecutorial strategy with as much potential to protect as many human lives as the prosecution of Big Oil for climate homicide.”",42
176712931,37,Video Games,0.9999,,film is dying (probably already dead) and i’m sad to say it but video games—at least as an art medium—were dead on arrival. the technical and economic requirements of AAA game development built a studio system and a consumerist enthusiast culture into the bedrock,14
67023934,6,Music,0.9999,,i haven’t really touched piano in a decade and something i have noticed now that i’m starting to practice a little is that i’m suddenly much more adept at using both hands ? when i was a kid it was incredibly strenuous to get them to do different things,20
38247123,21,Sports,0.9999,,"Nick Saban, who won seven national championships and is considered the greatest college football coach of all time to some people, announced his retirement Wednesday. 

Here’s a look at Saban’s life journey:",24
172200807,65,Mental Health,0.9999,,"When a task suddenly becomes way more work because files are all over the place and the deadline is in a few hours.

ADHD medication go BRRRRRRRR

… it’s done now but I haven’t eaten anything, didn’t stay hydrated and haven’t moved or stood up all day.

Everything hurts 😩",10
35228000,22,Climate/Energy,0.9999,,"“We need to hope less and do more. We now exist in a climate regime that humanity has never experienced before.” Responding with “anything less than a well-organized, aggressive and nationally coherent response could ultimately be fatal to thousands.”",47
40353056,50,Politics,0.9999,,"I'll be honest, I'm 50/50 about voting for Biden. Won't tell anyone else to or not to.

The genocide is unacceptable, he's a bad president,and I worry that a Biden presidency will just doom us to a more dire version of this choice in 2028.

But Jesus Christ Trump is bad.",11
4020405,3,Pets,0.9999,,"walking my dog and a truck containing three honey buckets came racing down the street and i guess he didnt notice the speed bump bc he hit it hard and doodoo went sloshing all across the road

nightmare",80
36397001,65,Mental Health,0.9999,,"I need people to understand that children (and also adults!) that have their ADHD medicated are vastly less likely to develop substance use issues, get injured or die in accidents, or end up involved with the justice system. They are safe, well-studied and incredibly effective!",44
158313190,15,Books,0.9999,,Hallucinations by Oliver Sacks is the best book I have read on the subject. Informative. Empathetic. Scientific but an easy read. I have nothing but respect for this man’s work. Hallucinating is a fascinating part of the human experience.,12
16788556,22,Climate/Energy,0.9999,,"What every climate scientist will tell you:

Record-breaking extreme weather events of 2023 are expected at this level of warming.

The impacts on people are more severe than expected.

To keep things from getting worse, we need to stop burning fossil fuels and speed up adaptation.",57
24950553,6,Music,0.9999,,"The festival at Collins Barracks was really well put together and also I had two opportunities to watch Brighde Chaimbeul, who plays the uillean pipes in a transcendent style that made me think of Ornette Coleman and Alice Coltrane, and I can’t wait to see her play again.",19
119250245,65,Mental Health,0.9999,,"The solution to getting out of ADHD paralysis mode is to just do something so you have momentum, but the solution to getting out of an MCAS flare is to rest — and unfortunately ADHD paralysis and MCAS body-procrastinating-to-protect-me feel really similar.",10
4569669,22,Climate/Energy,0.9999,,This is mind-blowingly bad. Most up-to-date study on Atlantic Ocean currents system shows signals of collapse.This could happen in 2025-2095 with 95% probability. Land to grow wheat may drop by half. Winter temperatures in North Europe could drop between 10 and 30 °C. 1/,287
21105956,6,Music,0.9999,,"Grime has been the main emergent UK genre over the past 10-15 years because it doesn't require a studio to produce it, isn't so heavily reliant on gigging to promote & can be made with relatively cheap software & hardware. Full band stuff needs expensive studios & gigs to make happen.",15
156013767,65,Mental Health,0.9999,,"With bipolar, lots of ppl dread the downward spiral. I get that, but I’d rather depression than mania any day.

A bad trip doesn’t begin to cover it. Imagine seeing the eye of God in the sky. It says, “I see you” while you know you’re sick.

But you can’t imagine it’s your brain. Terrifying shit.",11
78217365,21,Sports,0.9999,,"The domino effect involved with this James Harden, Daryl Morey situation in Philadelphia could be epic if all they've tried to build collapses. Joel Embiid bouncing would mean the true death of ""The Process"" in Philly. 

Is it time for all parties to move on? Why? Why not? #nba",10
109332643,37,Video Games,0.9999,,"it's pretty conclusive at this point that big AAA video games are a much better medium for the kind of stories disney marvel actually wants to tell, because ""everything looks like CGI"" is the point and it opens up avenues of actual spectacle instead of just the legacy of that fucking LED green room",52
88756,15,Books,0.9999,,"When I first started in the academic library 📚 field, my then director cautioned me against overworking to get the job done, as it would make it hard to make the case we needed more staff to get the job done.",18
69575346,21,Sports,0.9999,,Hate on sports all you want but If the NFL didn’t exist there would be 32 vaguely threatening men leading corporate team building exercises or customer service organizations. Sean McVay would be the worlds worst Target district manager. This is for our own good as well as theirs,20
1957031,22,Climate/Energy,0.9999,,"Many in northern Germany are in the floods. 
The media make no reference to the climate crisis and that it would be cheaper to act against it than to repair its consequences over and over again. 
Economic policy is climate policy!",194
6802917,22,Climate/Energy,0.9999,,"The COP28 papers can say whatever you want.
If every country in the Global North does not phase out fossil fuels quickly, your children's and grandchildren's future will be a misery because of us.
That's why I measure my country by its actions on the ground and not by its words in Dubai.",23
72296804,22,Climate/Energy,0.9999,,"I understand the impulse to want to see something ""good"" in and at COP28, but it won't help us if we continue to suppress the fact that politically there is no courage to phase out fossil fuels, even if it is being postulated.
We should therefore only praise actions and not proclamations.",22
27328260,50,Politics,0.9999,,"You've been brainwashed into thinking better things aren't possible because of reasons. LBJ who you so helpfully brought into the conversation, sent the national guard in to enforce the civil rights act. Biden can't even be bothered to continue child tax credit which is completely within his power.",10
97612245,15,Books,0.9999,,"I am currently reading Anna Smith-Spark's A Sword of Bronze and Ashes. It is a mind-blowing book. I don't think I've ever read anything quite like it. it's a story about the ragged, tearing wound you get when high myth gets stitched to the grind of mundane life. It's incredible.",23
