post_id,topic,topic_name,probability_score,label,text,engagement
70372193,0,Pets,0,0,Couple years ago I posted this while watching the Thanksgiving day dog show saying “This wire fox terrier looks like the husbands of half the straight women I know via old punk rock message boards.” and was promptly unfriended by two of them so you /know/ I wasn’t lying.,27
47726041,15,Sports,0,0,"I hope all the folks in the EDSBS Cinematic Universe have a good time in Atlanta tonight.

If someone there doesn't stand up and say ""YOUR Undefeated National Champion University of Michigan Wolverines"" I will be sorely disappointed.",24
6818600,12,Climate & Energy,0,0,"If we are going to build more pipelines, it seems like this is the way to go. 

​“But you can get your heat from different [underground sources]. You can get it from the subway. You can get it from the sewer. And it’s going to help decarbonize Con Ed’s steam system if we do it right.”",10
60427253,23,Food & Cooking,0,1,"Inspired by a chef on instagram, I just made rigatoni alla boscaiola, and  it’s off the chain. Porcini, blue oyster and cremini mushrooms, pancetta, shallots, garlic, Italian tomato paste, Calibri peppers, white wine, cream, seasoning on rigatoni, topped w gremolata and pecorino.",15
59751552,78,Higher Education,0,0,"Academia is amazing because it allows you to live a life of the mind and by a life of the mind, I mean hearing a high ranking university official who makes 8 times my salary riff about ChatGPT for 45 minutes and counting.",27
4375424,48,Video Games,0,0,"Hyenas felt like a game that’d get shut down seven months after launch. It wasn’t that any one part of it was even bad, it’s more that the entire thing was so exceedingly average that it’d never attract a loyal base of players. Tough competition out there.",53
64522142,48,Video Games,0,0,"I wish that people who see early footage of games (sometimes that isn’t ready for the public to see) understood that art and animation is not final until like 6 months to a year before release, sometimes later. Unless a very unprofessional publisher forces it before time it’s not meant for you",26
126141566,33,Gardening & Plants,0,0,"This morning in the community garden I saw two guys very studiously trying to match paint swatches to the cut leaf coneflower and I think that’s rad. 

Anyway here’s who’s blooming in the garden right now.",22
3188274,52,Fitness & Gym,0,0,"IT'S OFFICIAL! Weigh-in Saturday showed that I have now lost 100 lbs from my highest of 462! I kinda teared up a little! And I thought it was appropriate that my Wrestling Shirt Saturday be Bryan Danielson's YES shirt from his WWE run!

I'm so excited to see what the future holds!  YES! YES! YES! 🤼‍♂️",110
54717588,0,Pets,0,0,"Hope Summers: Hey Grandma, one of my friends is basically a human dog. Is it wrong to make out with him?
Jean Grey: I-
Hope Summers: Keeping in mind that I’m going to do it no matter what you say.
Jean Grey: Go for it.",22
37030011,49,Space & Astronomy,0,1,"Really too much Moon for faint objects, but such a clear night that I couldn’t resist going after the cluster of galaxies Abell 569. The fuzzy blur in the middle is its brightest member, NGC 2328, but look around & you’ll find lots more, spread over a comparable area to the Moon.🔭",10
22612624,42,Autism & Communication,0,1,"A landlord's lawyer just spent their entire closing argument saying that it's not discrimination to lock out a family because their kid is on the spectrum because ""autistic people are like that"" and ""after all when they were homeless they weren't paying rent so they had no real damages""",200
15865476,15,Sports,0,0,"If you look at the cheating timelines ending + the departure of Brady, they coincide with the huge drop in Belichick's success.

Filming other teams helps defense more than offense, and that defense bailed out Brady when he struggled.

Not hard to connect the dots on why Bill doesn't have a job.",23
53379766,78,Higher Education,0,0,"I'm going to begin editing administrator emails the same way I edit student papers by deleting these types of phrases:

Students: From the beginning of time, people have been social

Administrators: Faculty work so hard to make this university achieve excellence",24
2530258,73,Writing & Authors,0,0,"I love breaking story. There's something delightful about the freedom to write page upon page without guilt. Up to 48 pages since last weekend, so the flow is strong with this one.

Don't get me wrong, I know this first draft is garbage. 
But it's fun garbage! 😀 #Scriptsky",15
33058853,0,Pets,0,0,"Went upstairs for some quick work and warm clothes before taking the dogs for a walk. 3 hours later: shivering, half-dressed, I am trying to identify where Tilly got all these random furniture trim pieces. The dogs have gone to the bathroom four times and requested two food bowl refills.",27
121972468,42,Autism & Communication,0,0,"My food network pitch is just a show where the judges are all autistic and all are very picky eaters. The contestants aren’t told what their preferences are. Whichever meal is most eaten wins. 

Also there’s like a secret banned ingredient but the contestants aren’t told what it is lol",7
98721380,10,Music,0,0,"for your consideration: a psychedelic beat tape loosely inspired by seances, liminal spaces & other tears in the Veil ~ quandary.bandcamp.com/album/ghost-...

please share if you enjoy & thank you for listening! 🔮",9
12142089,48,Video Games,0,0,"I’ll admit it, I don’t understand solo games. They’re SO popular right now but…why? Why not play a video game or read a book or watch a show at that point?

The core of gaming for me is collaborative and spending time with friends, I do not understand games that don’t have that.",4
42821714,50,Poetry & Literature,0,0,"Odd thing, ain't it... you meet people one at a time, they seem decent, they got brains that work, and then they get together and you hear the voice of the people. And it snarls.

- Terry Pratchett, Jingo",9
97680290,73,Writing & Authors,0,0,"Starting to storyboard and brainstorm for my NaNoWriMo project, which will be finishing my trilogy of The Price of Magic. 

Hopefully it turns out well, and if it does, i'll definitely be looking into publishing, which means i'll need a cover artist and an editor at some point😅",10
29092108,49,Space & Astronomy,0,0,Very early morning on New Year's Day an ISS Lunar transit is predicted for my location. The apparent size of the space station will be the biggest I've ever seen/captured. The prediction can change. 🔭 🧪 #astrophotography,29
153626174,52,Fitness & Gym,0,0,"I've finally gotten to a point of noticable weight loss: I actually need to go and get a smaller belt! Even though I'm not down to my target weight yet, I'm still ecstatic to see physical definite proof of my efforts 😊",13
82793446,23,Food & Cooking,0,0,"It was a packed weekend with no time to cook ahead, so I decided to do butter chicken with jarred sauce for dinner tonight. Then I remembered I had potatoes and cauliflower that needed using, so I googled a recipe for aloo gobi and threw that together as well, with some jasmine rice. 🍜",9
34097345,33,Gardening & Plants,0,0,"Ok, yard soda, round two, now with more details! 🌱

1) Stride boldly into nature and collect a goodly handful of whatever tasty thing looks the most overgrown. Herbs are great, but so are edible flowers and even things like green pinecones and spruce tips. About one big handful per jar.",10
57437156,78,Higher Education,0,1,"Diversity, equity and inclusion programs are tools for education, that’s it. That conservatives rant about DEI as propaganda, religion and/or cult says *a whole lot* about their own mindset, it’s really disturbing.",20
77022580,12,Climate & Energy,0,0,"I spent over three years writing ""Climate Denial in American Politics"" exposing how the climate-denial movement is a silent revolution corrupting American politics and unleashing a reign of terror against climate scientists. 

routledge.com/Climate-Deni... #ClimateBrawl",5
58159456,39,Movies & Film,0,0,"Clint Eastwood's HIGH PLAINS DRIFTER (1973) and John Carpenter's THE THING (1982).  Both are apocalyptic fables about mysterious, demonic figures coming to small communities and bringing discord and death.",9
9418710,48,Video Games,0,1,"It’s clear that the TGAs are made for Keighley to make money and it’s a marketing telethon for the digital age. The gaming industry needs a reputable awards event, and this is not nor it will never be with Keighley at the helm, for too many reasons.",16
86380450,73,Writing & Authors,0,0,i haven't mentioned this on bluesky yet but i've been writing a cosmic horror novel for the past year and a half or so and i just hit my 90k word goal today. there's still about 25% of the story left to write but this has been my largest creative project ever and i'm super proud of my progress on it,20
6022755,20,Birds & Nature,0,0,"Acorn Woodpecker posing exactly where he was supposed to (grape-jelly guided). Taken 20 years ago with a Nikon D70 when I first switched, with trepidation, to digital. Applied latest PS tweaks to extent possible.",31
35834755,83,Economy & Jobs,0,0,"Look, I'm not a Very Famous Economist, or a former Treasury Secretary, but if I were, I would simply not play chart games with two Y-axes to try & mislead people into thinking that an ~2-year period of primarily pandemic-/war-induced inflation was just like...15 years of grinding stagflation 🤷‍♂️",9
16786914,12,Climate & Energy,0,0,"“The industry needs to commit to genuinely helping the world meet its energy needs and climate goals — which means letting go of the illusion that implausibly large amounts of carbon capture are the solution,” IEA executive director Fatih Birol said thewest.com.au/business/cnb...",10
126523054,23,Food & Cooking,0,0,"Fixed these delicious chicken wraps tonight with Colby Jack shredded cheese, lettuce, and Ranch dressing (well, and chicken, of course). SO good! My brain shut off upon seeing the finished result and said, ""EAT NOW!"" so no pics available this time! 😅",10
103061167,50,Poetry & Literature,0,0,"No, to read was precisely to enter another world, which was not the reader’s own, and come back refreshed, ready to bear with equanimity the injustices and frustrations of this one.

Susan Sontag
The Volcano Lover #SundaySentence",20
13499719,12,Climate & Energy,0,1,"Today, the US Energy Information Administration (EIA) released its January Short-Term Energy Outlook—including the first forecasts for 2025

In it, they expect clean energy to make up a record 45% of electricity due to continued growth of solar/wind and a rapid decline in coal🧵",78
121418173,33,Gardening & Plants,0,0,"Fragrant & lovely ‘Emily Bronte’ (Ausearnshaw) English rose in August.
Sending warming wishes to everyone up-country shivering in the snow, please take care, be safe. 
It’s rain & more rain for us in the south. 🌹🌱",20
94700098,73,Writing & Authors,0,0,I think I’ve waded out of the dreaded 18-20k quagmire that always hits a WIP. It feels like the characters are finding their feet a little and starting to do things independently. Phew! #writingcommunity 📚,11
47926582,20,Birds & Nature,0,0,"I was startled by an unusual visitor to our backyard today: a female Balck-headed Grosbeak. They aren't rare around here, but usually prefer other habitats than backyards. This one was missing an eye, though she seemed to do just fine with the one you can see in this pic. #Birding backyard Portland",21
224495313,39,Movies & Film,0,0,"James Mason - 📽️ Odd Man Out (Carol Reed, 1947)

Noir setups don’t get much leaner than watching Mason as an IRA man hiding from police, but the Belfast setting and Reed’s English sensibilities make it distinct from the American stuff. Mason is one of the all-timers, and this is close to his best.",10
107232096,11,Books & Reading,0,0,"I can't believe that The Winter Knight has been out for 5 months!  This queer Arthurian retelling has mystery, magic, dark academia, romance, neurodiversity, and a mysterious fox, all set in Vancouver.  Let me know if you'd like to review it!

ecwpress.com/products/the...",10
3071767,51,Ancient History,0,0,Hoping everyone takes the day in as relaxed a manner as the brilliant ‘Memn’to Mori’ skeleton reclining on the hexagonal bezel of this gold memento mori ring. c.1500-1650. Found in Kent (KENT-9117D7) 🗃️ #earlymodern,53
67511,48,Video Games,0,0,"Shipping a video game is hard. Going into labor and having a child is hard. Impossibly, one game developer successfully did both of those things on the same day. My story over at Crossplay: patrickklepek.substack.com/p/what-happe...",59
38131109,20,Birds & Nature,0,0,"*wolf whistles 😍

The sweet female warmed right up too! She hopped right in my spot today and was not shy! 🥰 Hope I can the male to chill out like this...

📷 Western Bluebird female, the star of today's lunch break birding 🪶🌿",31
43625,23,Food & Cooking,0,0,"Folks, we got the world's largest celeriac (celery root) in the veg box this week and another coming next week and I am all out of recipes: done soups, roasted, mashed, remoulade and coleslaw.  Will probably do a fondant but beyond that drawing a blank... any non-obvious vegetarian favourites?",8
152763075,42,Autism & Communication,0,0,Today a child on the internet told me I will never understand new yorkers bc they are autistic coded. I also spent some time trying to think of cute ideas for tattoos that would line up when I was doing t-rex arms,13
13086525,42,Autism & Communication,0,0,"Autistic humans “mask” in order to stay safe. 

The focus shouldn’t simply be on unmasking, which is of course valuable, but also making the world safer for autistic humans to live a life on our own terms.",9
33263060,51,Ancient History,0,0,"When is a bum not a bum? When it's a piece of Chalcedony, found near Sidmouth, Devon 👍🏛️🍑 #MuseumBums

Thank you Bristol Museum and Art Gallery for presenting #MuseumBums, even in your geology gallery 🤣",36
7875065,31,Academia & Research,0,0,"Draft programme and abstracts for Mar 4-5 discussion meeting on Preregistration in Scientific Research - see here docs.google.com/document/d/1...
At Royal Society, London. Free registration! Will be fun.",27
83098003,31,Academia & Research,0,0,"Right now, the #DisabledInSTEM 2024 mentors are 89% disabled!

It is amazing to see so many that are willing to give back and serve as mentors!

It is frustrating that I cannot compensate the mentors for their time!

If anyone wants to sponsor this program, reach out!",7
107115094,50,Poetry & Literature,0,0,"Die to the past every moment. You don't need it. Only refer to it when it is absolutely relevant to the present. 

Feel the power of this moment and the fullness of Being. 

Feel your presence.

~Eckhart Tolle

🕉️

🪶💙 Happy #ThursJay!! 💙🪶",26
88694628,33,Gardening & Plants,0,0,"Zinnia Queen Lime Orange! Pics were taken earlier in the season when the flowers were at their best. 🌱

This has gotta be my favorite zinnia variety now. I admit partly because the color palette matches my fursona =^.^=",21
101221068,10,Music,0,0,"there's ton of classic, iconic (white) pop music i havent heard - like nearly everything BIG from 1970 to 1980. Cream, The Who, Led Zeppelin, Lynard Skynard, etc. if the Beatles didnt have tv specials back then then i wouldve never heard their music. it's only been the past 5 yrs ive caught up.",11
46726694,38,Film Photography,0,0,"Arches, Hampi, Karnataka, India 2023. 

Nikon F100, Tamron 28-105 2.8, expired and bulk rolled Tmax 100. 

Two of the arched corridors around the beautiful 16th century “Queen’s Bath” at the UNESCO World Heritage site of Hampi. 

#BelieveInFilm #India",23
3925791,10,Music,0,0,"Just logged in here to find that we have 1900 followers!? Hello everyone! Suppose we'd better use it then eh? To start with, here's John Doran's interview with Mohammad Syfkhan, who has made one of the albums of the year so far:

thequietus.com/articles/338...",63
61245509,49,Space & Astronomy,0,1,"Using its infrared view, the James Webb Space Telescope has discovered a never-before-seen jet stream—with winds rivaling a Category 5 hurricane on Earth—over Jupiter’s equator: webbtelescope.pub/3rLO7ov",5
85923607,73,Writing & Authors,0,0,"ok also my 6k word streak continues another day 
(only like two more days of word count stuff, and then i am sending this book in and not thinking about it again until my editor tells about all of the problems)",20
178054,51,Ancient History,0,0,"For my entrance to Bluesky, here is the fabulous skeleton of St. Pancratius in  Wil, Switzerland. He was one of the catacomb saints - skeletons exhumed in Rome and sent across the Alps to replace those destroyed during the Reformation.  They typically ended up elaborately dressed and bejewelled",757
65939764,20,Birds & Nature,0,1,"Best bird photos from 2023.
When word got out that rare scarlet-chested parrots had been seen in big numbers at Gluepot, birders (including me) flocked to see them. I had searched for these birds for years. This is a female scarlet-chested parrot feeding on cottony saltbush.
🪶 #birds",35
20202026,23,Food & Cooking,0,0,"A little late night something for those who only have access to the cheap stuff.

Boil a pack of instant noodles, strain, and mix together in a bowl of hoisin sauce, Sriracha, scallions, and sesame oil.",8
7513956,48,Video Games,0,0,"I just wanna say one thing: without video games, I would not be an artist. I grew up with video games and they fueled me from day one. As a child my dream was to be a character designer. Now I can thank games for my narrative devices. 

So thank you, game devs. You fucking rock and I owe you <3",151
18185207,11,Books & Reading,0,0,"I'm very excited to reveal the full cover spread for The Lantern & the Night Moths. There are some incredible blurbs on the back cover. The book is forthcoming on April 2 with
@@871125. Please consider pre-ordering if you haven't already. Thanks! shorturl.at/zAES9 

(1/?)",104
22234824,11,Books & Reading,0,0,"You can now read an excerpt of Anecdotes on the Book*hug Press website. 

It's the first story in the collection ""The Boy is Dead"" and it was previously published on The Butter (a section of The Toast - if you remember that cool publication).

bookhugpress.ca/shop/author/...",9
62313104,20,Birds & Nature,0,0,"🪶 #birds  Today was a good day to watch a Red Shouldered Hawk glide,  discover Fish Crows have a different accent from the American Crows and enjoy a Mourning Dove's coos. I'm glad my phone was ok when I dropped it while drifting into a nap. Merlin picked up a lot of songs.",9
70672113,10,Music,0,0,Today I listened to the new albums by (recently) ex-Dream Theater drummer Mike Mangini and the new band Temic which includes the amazing Eric Gillette from Neal Morse Band. Quite different but both terrific!!! Highly recommended.,9
13783786,78,Higher Education,0,0,"It looks like my undergrad is doing a good job of protecting its students’ right to speak out. It also looks like those 8 Iowa legislators don’t understand the role of colleges in protecting the rights of students to be free from harassment & to speak freely, even where administrators may disagree.",8
103317306,50,Poetry & Literature,0,0,"“The moment that judgement stops through acceptance of what it is, you are free of the mind. You have made room for love, for joy, for peace.”
~Eckhart Tolle

🕉️ May your holiday weekend be filled with all three...

📷 Mule Deer fawn 🦌🌿🦊",20
18193140,42,Autism & Communication,0,0,"Gay on YouTube, instructing audience on how you cruise successfully: Making and sustaining eye contact is key!

Me, autistic, who instinctively avoids eye contact and looks away when felt ocularly perceived: Dammit!! 🥲",38
96498467,52,Fitness & Gym,0,0,"I just lifted weights for the first time in months and can feel the weight of my individual limbs in a very specific way.  I’m not totally hopeless, but kayaking and wrangling wood and tools are definitely different types of strength.",12
21814858,73,Writing & Authors,0,0,"all right, mes amis, i have done family-oriented admin & and now must get down to the brass tacks of words.

i need 1566 for the day (this is great, the numbers keep getting smaller, it's too bad i'll miss at least a week's worth of writing in march), so wish me luck or something.",8
31037733,51,Ancient History,0,0,Continuing the Thanksgiving mourning ring medley with winged skull showing off a rather impressive row of teeth. The skull stares out from this gold mourning ring for Deborah Prince who died 1 June 1766 aged 76. By Zachariah Bridgen. (Yale Art Gallery) #c18th 🗃️,41
77419116,23,Food & Cooking,0,1,Cooking is still the only thing that lets me temporarily forget about everything happening around me and just calmly breathe instead of existing in a state of unending anger and sadness. So today it’s homemade lime-coconut lemonade and a spring roll salad with Bourdain’s fake-ass spicy peanut sauce.,7
2424348,48,Video Games,0,0,"Dynasty Warriors 9 is still one of the most disingenuous hack-fuck games I’ve played. 

Going back to it, I’m still stunned. They took out so many weapons to the point *every single character * is a moveset clone… then sold the cut weapons as DLC.

It’s now got hundreds of dollars of DLC.",68
6856508,33,Gardening & Plants,0,0,"So Pikmin Bloom's new flowers for November are called ""Mums."" So I looked it up...

...They're Chrysanthemums. And the wiki says ""Chrysanthemums, sometimes called mums or chrysanths.""

WHY aren't they called Chrys Flowers?!?! THAT'S AN EASY NAME!! MUMS??? CHRYSANTHS??? Y'all, what are we doing...",8
9582196,52,Fitness & Gym,0,0,"Weigh-in this morning and a return to Wrestling Shirt Saturday repping AEW's The Elite! I was kinda sick this week so this week's loss might be due to that but I'm still weighing in at 347, under my intermediate goal of 350 lbs! I'm looking for 325 next...Let's keep it going!",31
91280913,11,Books & Reading,0,0,"If you're looking for a queer romance to read while traveling for the holidays, or taking a break from family, or when you need a mental breather, here's some holiday(ish) books I wholly recommend. bit.ly/41wNLzb",10
52752449,31,Academia & Research,0,0,"📣Meet our amazing @@4185925 Keynotes speakers at the #ISMB2024 conference on July 12-16 in Montréal, Canada! Bringing the most novel statistical and computational methods for medicine and cell evolution to you! Call for abstracts is already open! iscb.org/ismb2024/home #ISCB",9
136917714,33,Gardening & Plants,0,1,"I've picked, roasted, and frozen the last of the cherry tomatoes. They got blight, thanks to the terrible weather, but they did OK. These tomatoes are ripening now in the small greenhouse. They're from seeds saved last year from shop-bought tomatoes and have done very well. 🌱
#Gardening #Tomatoes",18
6033038,20,Birds & Nature,0,1,"Great egrets: masters of the art of striking a pose. With a slow, sassy strut, they wade through the waters in pursuit of their aquatic prey. Showcasing their prowess as ambush predators, these birds are striking in more than one way! Nature’s choreography unfolds in these feathered maestros.",264
86257967,51,Ancient History,0,0,"The Gemma Claudia, c. 49 CE, a Roman cameo carved from five-layered onyx. On the left we see busts of Emperor Claudius and his new (fourth) wife, Agrippina the Younger. On the right we see busts of Agrippina's parents, Germanicus (Claudius' brother) and Agrippina the Elder.
Kunsthistorisches Museum.",35
66740805,73,Writing & Authors,0,0,"If you didn't quite make your writing goals this week
If you fell far short of your writing goals
If you were too exhausted to even pick up a pen/open a story document

You are still a writer & we are rooting for you to hit those goals next week",20
26046457,38,Film Photography,0,0,"For the Sunday Slideshow, we have three frames of Halifax's North End.

Photos made on August 28, 2023 using a Nikomat EL with a Nikkor-H Auto 85mm f/1.8 on Kodak Ektachrome E100.

#BelieveInFilm #Halifax #SundaySlideShow",23
11563191,51,Ancient History,0,0,"Shapur I’s relief of triumph over Valerian. It depicts the Roman Emperor Valerian kneeling before Shapur. Shapur defeated him in battle & he became a prisoner. The Emperor Philip the Arab is depicted standing & Gordian III is dead at the feet of Shapur's horse.

📍 Naqs -e Rostam
🏺 AncientBlueSky",20
47320499,42,Autism & Communication,0,0,"anyways (if i may borrow YOUR levels of nuance), just know that i'm autistic and angry quotes from strangers over old half-jokes give me anxiety attacks

if you quote instead of a clarifying reply, then respond to my polite ask to reply instead with ANOTHER quote, i'm blocking you for ableism 😊 /hj",12
6174947,12,Climate & Energy,0,0,"Key uncertainties in future climate change:
1. Evolution of society over the next decades
2. Composition of the atmosphere
3. Climate response
(& these are all coupled)

Read the new @@4113097 Policy Brief: 4c-carbon.eu/index.php/re...",10
211726504,0,Pets,0,0,"me on here:
show me how a good doggie begs. whimper and whine and bark for me while you press against that thigh

me in the dms:
omg, your food looks so good!
you know, i haven't played a ton of final fantasy but i liked what i played of xiii and ix. are you capable of seeing pictures in your head",10
99031225,0,Pets,0,0,"the moment i close my bedroom door is the same exact moment my cat suddenly appears scratching the door (sometimes licking it for some reason) and crying for me to let her in, otherwise known as meowphys law",9
135854502,10,Music,0,0,"In case you don’t know my mysic, it is a mix of lots.
I’m a big fan of Bowie, Bjork, kraftwerk, blur, the cure, kate bush, roxy, japan, ymo, cocteau twins, magazine, joy division, bauhaus, thomas dolby, the human league. If you like that, you might like me!",18
17351744,11,Books & Reading,0,0,"Phil takes Sophia on a tour of Pendennis Castle where she meets Governor Melvill and two naval lieutenants… but is everyone as they seem?
mybook.to/ABachelorsPledge
#kindleunlimited #mystery #Cornwall 💙📚",10
43799890,50,Poetry & Literature,0,0,"""The ideal subject of totalitarian rule is not the convinced Nazi or the dedicated communist, but people for whom the distinction between fact and fiction, true and false, no longer exists."" -- Hannah Arendt",25
49068099,73,Writing & Authors,0,0,"Things were set in motion a long time ago that we are dealing with the long term effects of today. 

Your 300 character limit hot take on the topic solve everything, though.

Rest well, keyboard warrior.",21
10418400,52,Fitness & Gym,0,0,"Did my regular workout before work. 30/60/30. Arms were struggling on that last pushup. A little over 9k steps and 4.3 miles last night at work. 

So its been about 2 months since I started working out and losing weight. Look at them gains and definition. I feel fantastic!

CW: semi-nude",15
20366047,48,Video Games,0,0,"Gamers are harassing me on Twitter, and talking about how only game journalists use video game guides—as of there are millions of game journalists in the world using my guides, and not just the average/core audience/readership!

Gamers are so ill informed, but think they know everything.

Losers.",21
152296,12,Climate & Energy,0,0,"Colombian President Gustavo Petro is spot-on at #COP28:

'Genocide and barbaric acts unleashed against the Palestinian people is what awaits those who are fleeing the south because of the climate crisis.'

It’s all connected, as demonstrated by research for decades. 

#climatesky #geosky",57
69578485,38,Film Photography,0,0,"I loaded the camera incorrectly and the film got stuck. 20 exposures of the same piece of film, overlaid. This is the whole of Slaithwaite in a single image. I can see the butchers, grocers, cafe and bar... also the crossing lights and neon signs...
#BelieveInFilm #OperatorError",46
40224083,49,Space & Astronomy,0,0,"Thread on morning TNO session at #DPSEPSC2023:
Anne Verbiscer: New Horizons still doing great science, now at 57 AU. Light curves at high phase angles give TNO period, shape, rotation pole; phase curves to high phase give surface microphysical properties. Searching for binarity. Great stuff coming",11
74872885,10,Music,0,0,This is my favorite version of one of my very favorite songs—even more than the John Lee Hooker version which some may consider blasphemy but when George tells his landlady “but I’m tired!” lord I feel it in my bones every time.  youtu.be/obJpegVB5zk?...,12
364784,15,Sports,0,0,"Bluesky, post your most lukewarm (not hotter than 6/10) 2023 college football take. 

IMO: Penn State is a top-tier team and looks Playoff worthy but prrrobably finishes one close loss short 

This will be a science experiment to see how it compares to the identical exercise conducted on Twitter.",20
149188073,49,Space & Astronomy,0,1,"Love this! The Sternwarte Fulda school in Germany is measuring the Earth's motion around the sun via the stellar aberration using nothing but a telescope and a camera! They'll also measure the au and the precession of the equinoxes while they're at it!

twitter.com/SternwarteFu...",13
24003078,33,Gardening & Plants,0,0,"Comte de Chambord - a Portland rose, therefore repeat flowering. Packed with quartered petals, and a heady Damask rose perfume. (Moreau-Robert, France, c.1860.) please forgive me - I'm reliving my addiction here - a relief from these dark, cold winter nights.",28
32563499,49,Space & Astronomy,0,1,"There are around one trillion suns in the Andromeda Galaxy, compared to between 100 and 400 billion stars in our own Milky Way galaxy. But theMilky Way is imagined to be considerably heavier because it probably possesses more dark matter and dark energy than Andromeda. 📸🔭🌌✨",15
25510833,23,Food & Cooking,0,0,"青空ごはん部 外食班
#family restaurants
#チェーン店大衆食堂

It is a nationwide chain of family restaurants. You can freely choose pre-cooked dishes and pay for each one. Rice, miso soup, and a few side dishes make a great meal. It is very reasonable.",29
287087,12,Climate & Energy,0,0,"It's the Kings Speech in the UK tomorrow.

Last week, Mohamed Adow wrote in Kenya's Business Daily calling on the King to highlight the hypocrisy of the UK, Canada and Australia calling themselves a climate leader ahead of COP28, while moving ahead with plans to vastly expand oil and gas extraction.",84
159739218,83,Economy & Jobs,0,0,"It's almost as if...the 

<taps mic>

<clears throat>

Temporally Restricted And Now Slowing In The Originally Recognized Yada-yada-yada 

<ducks>

inflation was primarily a cross-national pandemic- & war-induced phenomenon & not mainly caused by Joe Biden's fiscal policy

bsky.app/profile/mcop...",9
14969251,51,Ancient History,0,1,"Currently on display at the Cluny Museum in Paris, this ancient spear head made from rock crystal was found in south west France and probably dates from the Ice Age. Although its shape is not unusual, the use of the crystal suggests it had special significance.",17
34651975,11,Books & Reading,0,0,"I admit I approached this novel in an eat-your-vegetables- mode. As an Important Francophone  Senegalese Novel by Prix Goncourt winner, etc. etc. Nobody warned me what a delight it is! I was suffering from Nothing to Read syndrome: no more!  Also avail in Eng. tr by Lara Vergnaud",17
94821925,38,Film Photography,0,0,"The other attraction in Golden Triangle - the great Gullfoss.

*Click on the pics for expansive views*
Horizon Perfekt | Industar 28/2.8 | Fujifilm Provia 100F
#filmphotography #believeinfilm #teamhorizon",14
19355461,42,Autism & Communication,0,0,"did you know that autistic ppl seem to have stricter moral standards and act according to that even when ppl aren't looking?

fucking insane and disgusting don't you think how do they even live with that",63
58162550,39,Movies & Film,0,0,"Kiss Me Deadly (1955)

The bleakest of all noirs, with the scuzziest protagonist imaginable 

Directed by Robert Aldrich

Cinematography by Ernest Laszlo

Starring Ralph Meeker and Albert Dekker, who was BOTD in 1905",10
85582640,73,Writing & Authors,0,0,"Me: ""Okay, I've eaten lunch and also Halloween candy; it's time to sit down & actually write.""

*phone rings*

*suddenly I have to run an errand now instead*

Me: ""Clearly fate does not want me to write this book! But that just means I'll have to write FASTER afterward! Take that, fate!""

#NaNoWriMo",11
72118801,49,Space & Astronomy,0,0,"Apparently our current Jupiter orbiter, Juno, is flying by Io TODAY, though we may not see the pictures for a few days. Sadly no official NASA accounts on Bsky yet, AFAIK.

This is a stunning color picture of Io from Juno's last flyby. (black and white version in the quoted post)",8
16024267,83,Economy & Jobs,0,1,Poll after poll finds people rating their own financial situation positively but saying the economy overall sucks and yet a lot of people insist that it's just high prices and not relentlessly negative press coverage that's driving this widespread economic pessimism we're seeing.,7
33785168,33,Gardening & Plants,0,0,"Today, I received my first bonsai-related items. Just some basics - pruning scissors, and general-purpose bonsai soil. My intention is to visit a garden centre on Saturday, and get a plant or two, and a few other things.

(because I felt excessive resistance to sharing this, is exactly why I did so)",8
53753629,42,Autism & Communication,0,0,"I play Christmas music on rotation during December, but maybe this is my autism showing, but I have a few albums I will only play on the 25th and the 25th *only* because they are the crème de la crème.",13
8323233,51,Ancient History,0,0,"#OnThisDay - 12 October - in 1829 a favourite Roman fresco was discovered in the House of Meleager, Pompeii (VI.9.2). A grief-stricken Dido, alongside the personification of Africa, weeps as Aeneas departs. 🏺ClassicsBluesky

Image: National Archaeological Museum, Naples (8898)",12
50284515,20,Birds & Nature,0,0,"Here's a slightly better exposed shot of the immature(?) Bald Eagle from earlier, as well as an adult female perched in a tree, looking toward the Visitor Center 

The nests are in cottonwoods a mile away, so it was great getting to see them both so close! 🪶

📷 Barr Lake State Park, Brighton, CO",11
32624666,73,Writing & Authors,0,0,"I finished a first draft of a YA novel last week. Thinking about starting a new project for #NaNoWriMo before editing the completed draft it so I can go back to it with fresh eyes in a month. 

Is that an incredibly stupid idea? Does anyone else work on multiple projects at once?

#writing",9
13404788,50,Poetry & Literature,0,0,"Current mood:

“We will be known as a culture that taught and rewarded the amassing of things, that spoke little if at all about the quality of life for people (other people), for dogs, for rivers. All
the world, in our eyes, they will say, was a commodity.”
- Mary Oliver",72
17741823,31,Academia & Research,0,0,"Hi Bluesky! I’m recruiting PhD students to help launch the Exploration, Learning, and Mind Lab at U of New Hampshire Psych in Fall 2024!

Check out our lab website at liquinlab.github.io for more info, and feel free to get in touch if you’re interested in applying! 

#CogSci #DevPsych #PsychSciSky",36
159911,31,Academia & Research,0,0,"Come be my colleague! The MCB Department at UConn is looking for a TT Assistant Professor in the broad fields of structural biology, biophysics, and biochemistry. Collaborative department, strong graduate program, and state of the art core facilities. academicjobsonline.org/ajo/jobs/25945",21
